topicId,rank,docId,filename
1,180,73,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/164-f.txt
1,181,70,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/161-f.txt
1,182,67,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/159-f.txt
1,183,66,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/158-u.txt
1,184,65,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/157-f.txt
1,185,63,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/155-u.txt
1,186,59,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/151-f.txt
1,187,51,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/144-f.txt
1,188,48,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/141-f.txt
1,189,45,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/139-f.txt
1,190,44,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/138-f.txt
1,191,43,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/137-f.txt
1,192,41,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/135-f.txt
1,193,37,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/131-m.txt
1,194,35,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/13-m.txt
1,195,28,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/123-m.txt
1,196,25,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/120-m.txt
1,197,23,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/119-m.txt
1,198,22,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/118-m.txt
1,199,20,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/116-u.txt
1,200,19,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/115-f.txt
1,201,14,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/110-m.txt
1,202,10,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/107-m.txt
1,203,8,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/105-f.txt
1,204,7,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/104-m.txt
1,205,5,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/102-m.txt
1,206,4,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/101-m.txt
1,207,2,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/10-m.txt
1,208,1,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/1-m.txt
2,1,16,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/112-f.txt
2,2,206,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/97-m.txt
2,3,98,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/187-f.txt
2,4,82,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/172-f.txt
2,5,13,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/11-f.txt
2,6,51,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/144-f.txt
2,7,153,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/49-m.txt
2,8,27,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/122-m.txt
2,9,23,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/119-m.txt
2,10,46,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/14-m.txt
2,11,195,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/87-m.txt
2,12,178,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/71-m.txt
2,13,152,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/48-m.txt
2,14,132,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/3-m.txt
2,15,66,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/158-u.txt
2,16,170,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/64-f.txt
2,17,169,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/63-f.txt
2,18,105,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/193-m.txt
2,19,80,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/170-f.txt
2,20,69,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/160-f.txt
2,21,38,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/132-f.txt
